City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Makakilo City,US,21.3469,-158.0858,80.92,68,75,14.97,broken clouds
348,Kalmunai,LK,7.4167,81.8167,81.46,80,100,2.98,overcast clouds
349,Xinzhi,CN,36.4989,111.7047,77.34,45,10,4.56,clear sky
350,Batken,KG,39.8333,71.0,66.49,28,0,1.28,clear sky
351,Carnarvon,AU,-24.8667,113.6333,59.07,100,40,4.61,scattered clouds
352,Kampot,KH,10.6167,104.1833,78.85,87,99,5.37,overcast clouds
353,Dong Hoi,VN,17.4833,106.6,82.98,77,95,9.28,overcast clouds
354,Derzhavinsk,KZ,51.1,66.3167,70.65,68,21,7.74,few clouds
355,Ajdabiya,LY,30.7554,20.2263,81.16,62,0,19.08,clear sky
356,Bambanglipuro,ID,-7.95,110.2833,75.02,84,95,7.54,overcast clouds
357,Pundaguitan,PH,6.3711,126.1689,80.47,75,100,2.8,overcast clouds
358,Road Town,VG,18.4167,-64.6167,89.69,70,40,13.8,scattered clouds
359,Hobyo,SO,5.3505,48.5268,77.04,78,87,32.28,overcast clouds
360,Gizo,SB,-8.103,156.8419,81.07,78,18,6.33,few clouds
361,Berezovyy,RU,51.6667,135.7,59.32,97,100,2.46,overcast clouds
362,Izumo,JP,35.3667,132.7667,75.04,82,100,8.3,overcast clouds
363,Ures,MX,29.4333,-110.4,96.35,35,13,6.62,few clouds
364,Haines Junction,CA,60.7522,-137.5108,64.35,45,95,9.22,overcast clouds
365,Tonota,BW,-21.4833,27.4833,54.01,76,0,10.2,clear sky
366,Cockburn Town,TC,21.4612,-71.1419,85.96,66,40,18.41,scattered clouds
367,Laguna,US,38.421,-121.4238,102.09,35,0,8.05,clear sky
368,Roald,NO,62.5833,6.1333,61.75,72,75,14.97,broken clouds
369,Lamu,KE,-2.2717,40.902,75.42,80,4,17.81,clear sky
370,Maryville,US,35.7565,-83.9705,92.12,59,20,13.8,few clouds
371,San Ignacio,BZ,17.1561,-89.0714,93.34,52,40,4.61,scattered clouds
372,Viedma,AR,-40.8135,-62.9967,53.67,38,98,25.52,overcast clouds
373,Skibbereen,IE,51.55,-9.2667,69.12,80,64,3.18,broken clouds
374,De Aar,ZA,-30.6497,24.0123,54.55,43,0,7.52,clear sky
375,Candeias,BR,-20.7676,-45.2764,82.54,30,52,5.35,broken clouds
376,Rio Grande,BR,-32.035,-52.0986,57.31,64,0,11.32,clear sky
377,Aswan,EG,24.0934,32.907,91.94,16,78,11.52,broken clouds
378,Sisimiut,GL,66.9395,-53.6735,47.55,75,91,5.73,overcast clouds
379,Hamilton,US,39.1834,-84.5333,75.78,94,100,12.66,moderate rain
380,Batticaloa,LK,7.7102,81.6924,82.09,78,100,1.81,overcast clouds
381,Rabo De Peixe,PT,37.8,-25.5833,71.11,88,40,13.8,scattered clouds
382,Trojes,AL,41.756,19.962,79.29,61,61,8.32,broken clouds
383,Woodstock,CA,43.1334,-80.7497,83.8,61,100,9.53,overcast clouds
384,Chabahar,IR,25.2919,60.643,87.01,72,100,6.46,overcast clouds
385,Lumberton,US,34.6182,-79.0086,92.44,58,40,9.22,scattered clouds
386,Nemuro,JP,43.3236,145.575,62.62,100,100,13.15,overcast clouds
387,Khlung,TH,12.4547,102.2214,82.04,100,100,3.06,overcast clouds
388,Saint Anthony,US,45.0205,-93.218,90.1,51,40,9.22,scattered clouds
389,Todos Santos,MX,23.45,-110.2167,99.05,82,10,6.71,clear sky
390,Roma,US,43.2128,-75.4557,90.36,44,0,3.0,clear sky
391,Sillamae,EE,59.3997,27.7547,56.55,80,69,14.29,broken clouds
392,Goya,AR,-29.14,-59.2626,56.79,51,0,4.99,clear sky
393,Plastun,RU,44.7561,136.2939,57.16,94,57,2.59,broken clouds
394,Fare,PF,-16.7,-151.0167,76.91,70,58,17.67,light rain
395,Pochutla,MX,15.7432,-96.4661,90.82,55,100,6.2,overcast clouds
396,Nioro,GM,13.35,-15.75,85.01,59,65,12.01,broken clouds
397,Kieta,PG,-6.2167,155.6333,78.37,86,86,5.95,light rain
398,Goroka,PG,-6.0834,145.3873,59.16,97,96,1.63,overcast clouds
399,Tessalit,ML,20.1986,1.0114,87.3,43,99,10.76,light rain
400,Platanos,GR,37.6667,21.6167,84.56,52,1,3.24,clear sky
401,Pacific Grove,US,36.6177,-121.9166,78.21,86,40,11.5,scattered clouds
402,Gali,GE,42.6265,41.7381,70.59,93,97,2.59,light rain
403,Hay River,CA,60.8156,-115.7999,78.78,41,100,9.22,overcast clouds
404,Jingdezhen,CN,29.2947,117.2079,76.87,95,100,2.19,overcast clouds
405,Vilhena,BR,-12.7406,-60.1458,91.63,27,13,5.99,few clouds
406,Gelemso,ET,8.8167,40.5167,62.26,81,77,6.22,broken clouds
407,Soe,ID,-9.8607,124.284,58.62,90,49,4.18,scattered clouds
408,Kitzingen,DE,49.7333,10.1667,78.42,39,99,3.87,overcast clouds
409,Port Keats,AU,-14.25,129.55,62.55,47,38,4.68,scattered clouds
410,Zanjan,IR,36.6736,48.4787,78.49,27,0,16.11,clear sky
411,Hasaki,JP,35.7333,140.8333,73.8,91,98,10.04,overcast clouds
412,Moranbah,AU,-22.0016,148.0466,59.16,76,93,6.46,overcast clouds
413,Okakarara,NA,-20.5833,17.4333,53.2,36,0,7.02,clear sky
414,Pavlovsk,RU,50.4578,40.1081,66.94,63,78,6.98,broken clouds
415,Libreville,GA,0.3925,9.4537,75.42,78,12,10.18,few clouds
416,Antsohihy,MG,-14.8796,47.9875,71.89,58,2,11.45,clear sky
417,Conceicao Do Araguaia,BR,-8.2578,-49.2647,97.07,20,6,5.99,clear sky
418,Labrea,BR,-7.2586,-64.7981,85.87,58,100,2.68,overcast clouds
419,Aurangabad,IN,19.8833,75.3333,74.77,86,100,12.35,moderate rain
420,Sept-Iles,CA,50.2001,-66.3821,78.8,39,75,8.05,broken clouds
421,Sibolga,ID,1.7427,98.7792,76.08,83,61,3.18,broken clouds
422,Hudiksvall,SE,61.729,17.1036,59.47,60,100,8.32,overcast clouds
423,Hami,CN,42.8,93.45,81.0,28,10,2.17,clear sky
424,Biskamzha,RU,53.4497,89.5272,57.67,100,100,4.45,moderate rain
425,Kuna,US,43.4918,-116.4201,87.73,32,65,3.44,haze
426,Yinchuan,CN,38.4681,106.2731,77.59,23,92,1.25,overcast clouds
427,Port Macquarie,AU,-31.4333,152.9167,50.9,79,4,7.94,clear sky
428,Cuiluan,CN,47.72,128.648,61.56,99,95,2.71,overcast clouds
429,Oxbow,CA,49.2333,-102.1676,86.65,61,1,6.6,clear sky
430,Paciran,ID,-6.8767,112.3761,77.45,85,100,10.22,overcast clouds
431,Rovenki,UA,48.0833,39.3776,70.65,40,40,8.28,scattered clouds
432,Kapit,MY,2.0167,112.9333,74.05,92,100,0.47,overcast clouds
433,Maloarkhangelsk,RU,52.4002,36.5033,56.43,87,91,2.06,overcast clouds
434,Boa Vista,BR,2.8197,-60.6733,91.38,46,75,6.91,broken clouds
435,Arroyo,ES,41.6096,-4.7969,99.14,16,0,8.05,clear sky
436,Caravelas,BR,-17.7125,-39.2481,76.68,70,5,7.92,clear sky
437,Calvinia,ZA,-31.4707,19.776,57.92,33,9,5.79,clear sky
438,Qaqortoq,GL,60.7167,-46.0333,46.72,76,100,11.79,overcast clouds
439,Mount Darwin,ZW,-16.7725,31.5838,60.13,61,100,3.85,overcast clouds
440,Kathmandu,NP,27.7167,85.3167,75.42,83,75,4.61,broken clouds
441,Broken Hill,AU,-31.95,141.4333,42.51,92,3,6.53,clear sky
442,Inongo,CD,-1.95,18.2667,72.75,74,82,3.89,light rain
443,Luneville,FR,48.6,6.5,81.82,28,5,8.1,clear sky
444,Isangel,VU,-19.55,169.2667,74.34,87,100,14.74,overcast clouds
445,Takoradi,GH,4.8845,-1.7554,74.95,81,32,10.65,scattered clouds
446,Praia,CV,14.9215,-23.5087,81.14,65,20,14.97,few clouds
447,Kitimat,CA,54.0524,-128.6534,62.98,42,100,1.77,overcast clouds
448,Tagusao,PH,9.1924,117.8141,80.04,84,100,6.71,light rain
449,Praya,CV,14.9215,-23.5087,81.14,65,20,14.97,few clouds
450,Kichera,RU,55.9375,110.0997,55.17,79,98,0.54,overcast clouds
451,Sol-Iletsk,RU,51.1631,54.9918,73.81,65,64,6.67,broken clouds
452,Togur,RU,58.3631,82.8265,54.19,91,84,6.93,broken clouds
453,Noumea,NC,-22.2763,166.4572,71.01,99,41,8.61,scattered clouds
454,Turukhansk,RU,65.8167,87.9833,55.31,65,10,13.4,clear sky
455,Cabo San Lucas,MX,22.8909,-109.9124,93.61,23,0,10.36,clear sky
456,Goma,CD,-1.6792,29.2228,68.07,69,99,5.3,overcast clouds
457,Alice Springs,AU,-23.7,133.8833,35.15,41,0,0.0,clear sky
458,Monte Patria,CL,-30.6919,-70.9467,66.18,24,100,1.86,overcast clouds
459,Singaraja,ID,-8.112,115.0882,76.82,84,1,4.36,clear sky
460,Port Hedland,AU,-20.3167,118.5667,53.65,66,3,4.61,clear sky
461,Bodden Town,KY,19.2833,-81.25,89.6,66,75,12.66,broken clouds
462,West Fargo,US,46.875,-96.9004,90.01,57,0,17.27,clear sky
463,Sapa,PH,5.1544,120.3241,80.11,82,100,3.56,very heavy rain
464,Harper,LR,4.375,-7.7169,75.56,80,97,11.43,overcast clouds
465,Pisco,PE,-13.7,-76.2167,64.45,72,3,10.36,haze
466,Mlonggo,ID,-6.5333,110.7,77.02,86,100,6.98,overcast clouds
467,Husavik,IS,66.0449,-17.3389,46.54,94,100,10.42,overcast clouds
468,Onega,RU,63.9061,38.1404,56.37,79,91,4.34,overcast clouds
469,The Valley,AI,18.217,-63.0578,87.66,66,20,18.41,few clouds
470,Marzuq,YE,14.4,46.4667,84.07,16,100,0.45,overcast clouds
471,Gambela,ET,8.25,34.5833,71.17,93,100,4.23,light rain
472,Fallon,US,39.4735,-118.7774,96.67,14,40,3.44,scattered clouds
473,Kloulklubed,PW,7.0419,134.2556,73.9,74,96,2.95,overcast clouds
474,Vysokogornyy,RU,50.1167,139.15,51.6,97,100,2.86,overcast clouds
475,Orange,US,33.7,-117.7675,101.68,71,20,14.97,few clouds
476,Erenhot,CN,43.6475,111.9767,69.44,30,2,4.88,clear sky
477,Oussouye,SN,12.485,-16.5469,84.29,73,100,11.27,overcast clouds
478,Lysva,RU,58.1086,57.8053,59.45,77,3,2.8,clear sky
479,Channel-Port Aux Basques,CA,47.5702,-59.1367,63.61,85,99,3.85,overcast clouds
480,Kenora,CA,49.8167,-94.4337,83.37,61,20,11.5,few clouds
481,Beloha,MG,-25.1667,45.05,65.07,75,0,12.37,clear sky
482,Wum,CM,6.3833,10.0667,64.76,96,100,0.34,overcast clouds
483,Baykit,RU,61.67,96.37,51.06,97,75,3.13,broken clouds
484,Asosa,ET,10.0667,34.5333,60.33,96,100,3.31,light rain
485,Buin,CL,-33.7333,-70.75,55.87,47,100,1.07,moderate rain
486,Mahanoro,MG,-19.9,48.8,67.1,84,46,6.38,moderate rain
487,Shelburne,CA,44.0787,-80.2041,81.9,52,100,10.51,overcast clouds
488,At-Bashi,KG,41.1702,75.8106,58.69,42,0,0.83,clear sky
489,Luderitz,NA,-26.6481,15.1594,64.58,52,1,6.93,clear sky
490,Seoul,KR,37.5683,126.9778,74.64,82,6,2.28,clear sky
491,Aloleng,PH,16.1307,119.7824,80.02,82,72,6.8,broken clouds
492,Havre-Saint-Pierre,CA,50.2334,-63.5986,66.56,68,0,24.16,clear sky
493,Japura,ID,-0.3167,102.35,75.58,92,77,2.13,broken clouds
494,Eregli,TR,37.5133,34.0467,72.73,48,0,12.39,clear sky
495,Ahar,IR,38.4774,47.0699,72.37,41,0,4.23,clear sky
496,Jieshi,CN,22.8134,115.8257,83.3,88,100,15.86,overcast clouds
497,Shingu,JP,33.7333,135.9833,74.14,88,100,5.48,moderate rain
498,Howard Springs,AU,-12.497,131.047,63.82,92,66,4.16,broken clouds
499,Berlevag,NO,70.8578,29.0864,53.6,87,75,6.91,broken clouds
500,Conceicao Da Barra,BR,-18.5933,-39.7322,76.69,62,0,8.21,clear sky
501,Bilibino,RU,68.0546,166.4372,32.09,67,96,21.07,overcast clouds
502,Malumfashi,NG,11.7853,7.6218,71.01,89,100,5.39,light rain
503,Datong,CN,40.0936,113.2914,68.27,38,61,6.29,broken clouds
504,Klaksvik,FO,62.2266,-6.589,50.92,86,100,22.44,overcast clouds
505,Gat,IL,31.61,34.7642,79.81,100,0,3.91,clear sky
506,Kiruna,SE,67.8557,20.2251,47.32,81,100,3.44,light rain
507,Abapo,BO,-18.8333,-63.4667,64.56,33,100,7.87,overcast clouds
508,Bandarbeyla,SO,9.4942,50.8122,76.35,82,9,35.81,clear sky
509,Alta,NO,69.9689,23.2717,52.86,81,75,4.61,broken clouds
510,Tomatlan,MX,19.9333,-105.25,91.13,49,86,4.56,overcast clouds
511,Eyl,SO,7.9803,49.8164,78.06,73,6,31.72,clear sky
512,Kushiro,JP,42.975,144.3747,64.38,99,100,8.79,overcast clouds
513,Vale Da Amoreira,PT,39.0697,-7.6985,89.56,25,94,13.33,overcast clouds
514,Lensk,RU,60.7253,114.9278,53.35,96,100,2.71,overcast clouds
515,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,94.33,17,8,6.55,clear sky
516,Harboore,DK,56.6175,8.1807,62.19,92,100,10.51,overcast clouds
517,Raca,RS,44.2271,20.9775,63.01,24,100,4.81,overcast clouds
518,Saint-Pierre,RE,-21.3393,55.4781,69.91,68,0,25.32,clear sky
519,Mahina,PF,-17.5065,-149.489,78.57,65,20,2.3,few clouds
520,Moron,AR,-34.6534,-58.6198,58.01,48,0,9.42,clear sky
521,Sarangani,PH,5.4033,125.4636,81.86,77,100,13.29,overcast clouds
522,Alyangula,AU,-13.8483,136.4192,67.3,89,23,7.78,few clouds
523,Kot Addu,PK,30.4692,70.9671,88.23,61,21,4.81,few clouds
524,Storforshei,NO,66.4043,14.5233,53.38,81,75,2.3,broken clouds
525,Garoua,CM,9.3,13.4,72.54,93,97,4.59,overcast clouds
526,Dudinka,RU,69.4058,86.1778,53.46,69,0,8.21,clear sky
527,Lazaro Cardenas,MX,17.9583,-102.2,87.57,61,74,10.89,broken clouds
528,Sechura,PE,-5.5569,-80.8222,75.16,57,3,13.11,clear sky
529,Mehamn,NO,71.0357,27.8492,53.55,82,75,4.61,broken clouds
530,Orillia,CA,44.6087,-79.4207,87.89,46,100,8.05,overcast clouds
531,Erzin,TR,36.9559,36.2,76.46,78,0,1.41,clear sky
532,Omsukchan,RU,62.5333,155.8,50.74,91,100,6.55,light rain
533,Tiverton,GB,50.9,-3.4833,78.04,37,0,8.05,clear sky
534,Vostok,RU,46.4856,135.8833,55.29,93,100,1.83,overcast clouds
535,Tarija,BO,-21.5355,-64.7296,67.91,26,87,4.61,overcast clouds
536,Evensk,RU,61.95,159.2333,53.58,97,100,1.7,moderate rain
537,Westport,US,41.1415,-73.3579,86.31,66,0,9.22,clear sky
538,Clyde,US,41.3042,-82.9752,74.59,87,100,13.38,overcast clouds
539,Hirara,JP,24.8,125.2833,84.6,87,100,24.29,overcast clouds
540,Morgan City,US,29.6994,-91.2068,93.99,48,34,2.01,scattered clouds
541,Tabas,IR,33.5959,56.9244,92.98,8,0,20.78,clear sky
542,Fairbanks,US,64.8378,-147.7164,63.09,65,40,0.0,scattered clouds
543,Northam,GB,51.0333,-4.2167,80.26,37,96,7.81,overcast clouds
544,Longview,US,32.5007,-94.7405,98.98,33,0,6.91,clear sky
545,Ekibastuz,KZ,51.6667,75.3667,66.78,53,72,8.57,broken clouds
546,Lerwick,GB,60.1545,-1.1494,55.4,81,100,11.1,overcast clouds
547,Mana,GF,5.6592,-53.7767,81.0,77,98,4.68,overcast clouds
548,Amambai,BR,-23.1042,-55.2258,59.27,47,100,4.63,light rain
549,Kourou,GF,5.1552,-52.6478,87.85,69,71,3.94,broken clouds
550,Yuancheng,CN,36.652,107.7896,70.52,38,75,3.69,broken clouds
551,Chapleau,CA,47.8405,-83.4034,82.49,44,40,8.05,scattered clouds
552,Castelo Do Piaui,BR,-5.3222,-41.5525,97.56,22,12,7.74,few clouds
553,Jaora,IN,23.6333,75.1333,76.06,95,100,10.92,overcast clouds
554,Marsa Matruh,EG,31.3525,27.2453,78.44,74,0,8.72,clear sky
555,La Libertad,EC,-2.2333,-80.9,69.46,83,100,9.22,overcast clouds
556,Yerbogachen,RU,61.2767,108.0108,57.25,82,85,2.46,overcast clouds
557,Namtsy,RU,62.7161,129.6658,69.91,85,88,3.6,overcast clouds
558,Lieksa,FI,63.3167,30.0167,55.92,87,91,7.83,overcast clouds
559,Am Timan,TD,11.0297,20.2827,73.51,92,100,8.3,moderate rain
560,Coquimbo,CL,-29.9533,-71.3436,58.73,51,0,12.66,clear sky
561,Carutapera,BR,-1.195,-46.02,82.76,71,64,8.46,broken clouds
562,Shu,KZ,43.5983,73.7614,79.23,24,0,8.03,clear sky
563,Bandundu,CD,-3.3167,17.3667,86.67,38,92,2.55,overcast clouds
564,Kyren,RU,51.6828,102.1408,57.18,78,80,2.44,broken clouds
565,Asfi,MA,32.2994,-9.2372,72.03,81,1,15.99,clear sky
566,Pecos,US,31.4229,-103.4932,97.63,23,0,6.91,clear sky
567,Vershino-Darasunskiy,RU,52.35,115.5167,53.78,96,100,2.8,overcast clouds
568,Tazovskiy,RU,67.4667,78.7,53.01,76,100,6.87,overcast clouds
569,Muisne,EC,0.6,-80.0333,75.81,84,99,10.58,overcast clouds
570,Ouadda,CF,8.0777,22.4007,68.22,98,100,4.52,overcast clouds
571,Miraflores,MX,19.2167,-98.8083,75.02,56,87,1.41,overcast clouds
572,Berdigestyakh,RU,62.0989,126.6992,67.44,89,95,3.56,overcast clouds
573,Dunedin,NZ,-45.8742,170.5036,55.09,65,100,11.95,overcast clouds
574,Clovis,US,36.8252,-119.7029,109.67,26,20,1.99,few clouds
575,Horuphav,DK,54.9102,9.8987,64.35,72,0,5.75,clear sky
576,Del Rio,US,29.3627,-100.8968,98.62,24,0,11.5,clear sky
577,Rincon,US,32.296,-81.2354,84.16,70,75,13.8,light rain
578,Balsas,BR,-7.5325,-46.0356,96.4,21,9,6.24,clear sky
579,Gazli,UZ,40.1333,63.45,95.38,12,0,15.64,clear sky
580,Coos Bay,US,43.3665,-124.2179,76.32,74,0,20.71,clear sky
581,Atar,MR,20.5169,-13.0499,110.95,7,13,14.03,few clouds
582,Mineros,BO,-17.1167,-63.2333,69.84,42,100,5.97,overcast clouds
583,Campoverde,PE,-8.4753,-74.8058,87.49,46,86,2.15,overcast clouds
584,Taoudenni,ML,22.6783,-3.9836,108.72,9,80,12.53,broken clouds
585,Tambun,ID,-6.2641,107.0712,77.04,87,11,1.77,few clouds
586,Nador,MA,35.174,-2.9287,80.67,83,20,4.61,few clouds
587,Saint-Joseph,RE,-21.3667,55.6167,68.38,74,53,17.16,broken clouds
588,Rawson,AR,-43.3002,-65.1023,52.27,45,27,21.68,scattered clouds
589,Xingyi,CN,24.1877,102.817,64.9,93,100,2.84,overcast clouds
590,Elliot Lake,CA,46.3834,-82.6331,81.79,40,1,7.14,clear sky
591,Ilebo,CD,-4.3167,20.5833,80.11,52,99,1.57,overcast clouds
592,Tiarei,PF,-17.5333,-149.3333,78.82,70,50,15.57,scattered clouds
593,Shubarkuduk,KZ,49.1447,56.4872,80.55,38,80,8.37,broken clouds
594,Finschhafen,PG,-6.6024,147.8681,78.8,76,79,7.38,broken clouds
595,Ullapool,GB,57.8987,-5.1604,62.35,84,100,3.36,overcast clouds
596,Nkoteng,CM,4.5167,12.0333,68.97,98,100,3.69,overcast clouds
597,Manokwari,ID,-0.8667,134.0833,75.47,85,100,4.14,overcast clouds
598,Cayenne,GF,4.9333,-52.3333,87.84,1,20,8.05,few clouds
599,Tanete,ID,-3.9443,119.7848,72.63,98,100,2.1,heavy intensity rain
600,Belle Glade,US,26.6845,-80.6676,92.01,67,100,4.65,heavy intensity rain
601,Homer,US,59.6425,-151.5483,55.27,86,100,11.99,light rain
602,Kolyvan,RU,55.3053,82.7391,49.59,91,4,6.82,clear sky
603,Batemans Bay,AU,-35.7167,150.1833,51.1,54,0,10.63,clear sky
604,Saint-Francois,FR,46.4154,3.9054,80.04,47,0,3.44,clear sky
605,Pacifica,US,37.6138,-122.4869,86.72,81,20,17.27,mist
606,Inirida,CO,3.8653,-67.9239,85.69,72,71,4.29,broken clouds
607,Udachnyy,RU,66.4167,112.4,51.35,91,100,4.41,overcast clouds
608,Dargaville,NZ,-35.9333,173.8833,44.44,92,97,4.41,overcast clouds
609,Palu,ID,-0.8917,119.8707,74.89,96,100,4.38,moderate rain
610,North Platte,US,41.1239,-100.7654,94.89,24,0,5.75,clear sky
611,Lata,PT,40.1629,-8.3327,74.91,58,6,6.06,clear sky
612,Aksarka,RU,66.5606,67.7975,60.15,57,100,4.74,overcast clouds
613,Borovoy,RU,55.4333,86.0833,56.48,82,75,13.42,broken clouds
614,Mitu,CO,1.1983,-70.1733,86.31,66,23,3.76,few clouds
615,Sioux Lookout,CA,50.1001,-91.917,84.27,51,75,11.5,broken clouds
616,Anshun,CN,26.25,105.9333,69.69,92,100,2.21,moderate rain
617,Duminichi,RU,53.9345,35.1099,54.05,91,100,3.15,overcast clouds
618,Nieuwpoort,BE,51.1244,2.7735,78.24,37,0,6.91,clear sky
619,Seymchan,RU,62.8833,152.4333,54.07,93,100,8.1,light rain
620,Samarai,PG,-10.6167,150.6667,79.41,81,26,5.66,scattered clouds
621,Srednekolymsk,RU,67.45,153.6833,46.69,46,11,4.05,few clouds
622,Edgewater,US,28.9889,-80.9023,91.09,64,32,11.43,scattered clouds
623,Sao Joao Da Barra,BR,-21.6403,-41.0511,80.69,76,100,17.4,overcast clouds
624,Jinchang,CN,38.4953,102.1739,71.76,44,100,3.22,overcast clouds
625,Bathsheba,BB,13.2167,-59.5167,86.61,80,20,23.02,few clouds
626,Zhenlai,CN,45.8495,123.2973,66.92,88,100,3.85,overcast clouds
627,Barcelos,PT,41.5388,-8.6151,80.92,64,77,5.28,broken clouds
628,Willowmore,ZA,-33.2926,23.4895,61.0,35,0,16.17,clear sky
629,Galiakot,IN,23.5167,74.0,81.55,82,100,11.05,overcast clouds
630,Burla,IN,21.5,83.8667,78.01,89,51,5.14,broken clouds
631,Yumen,CN,40.2833,97.2,76.39,35,100,15.59,overcast clouds
632,Pokaran,IN,26.9167,71.9167,89.26,63,100,6.02,overcast clouds
633,Teguldet,RU,57.3064,88.1667,53.82,100,100,4.09,light rain
634,Coxim,BR,-18.5067,-54.76,89.38,33,100,4.5,overcast clouds
635,Araguaina,BR,-7.1911,-48.2072,96.46,21,54,6.96,broken clouds
636,Camacha,PT,33.0833,-16.3333,69.22,73,20,14.97,few clouds
637,Ust-Nera,RU,64.5667,143.2,61.57,81,100,4.88,overcast clouds
638,Cap Malheureux,MU,-19.9842,57.6142,70.47,61,0,8.99,clear sky
639,Genhe,CN,50.7833,121.5167,58.35,97,53,1.03,broken clouds
640,Matara,LK,5.9485,80.5353,78.96,86,100,9.8,overcast clouds
641,Pingzhuang,CN,42.0372,119.2889,64.27,87,0,3.11,clear sky
642,Morondava,MG,-20.2833,44.2833,73.56,51,0,11.41,clear sky
643,Mahibadhoo,MV,3.7833,72.9667,81.5,81,100,19.86,very heavy rain
644,Myitkyina,MM,25.3833,97.4,76.01,98,100,1.34,overcast clouds
645,Chapais,CA,49.7834,-74.8492,78.58,28,28,8.16,scattered clouds
646,Port Antonio,JM,18.18,-76.4612,95.99,63,7,10.51,clear sky
647,Faanui,PF,-16.4833,-151.75,77.13,71,60,18.07,light rain
648,Tautira,PF,-17.7333,-149.15,75.58,70,45,14.2,scattered clouds
649,Acu,BR,-5.5767,-36.9086,86.74,51,81,14.81,broken clouds
650,Kanodar,IN,24.1,72.3833,83.55,75,100,7.56,overcast clouds
651,Umm Kaddadah,SD,13.6017,26.6876,93.04,30,68,8.93,broken clouds
652,Deputatskiy,RU,69.3,139.9,43.97,69,100,1.57,overcast clouds
653,Celestun,MX,20.8667,-90.4,85.17,66,50,12.37,scattered clouds
654,Mayna,RU,54.1135,47.6231,61.79,82,11,4.92,few clouds
655,Arman,RU,59.7,150.1667,55.45,92,100,0.81,overcast clouds
656,Bukama,CD,-9.2,25.85,74.25,33,6,4.85,clear sky
657,Zarichne,UA,51.8126,26.129,54.0,89,100,7.0,overcast clouds
658,Van Buren,US,35.4368,-94.3483,101.35,32,0,6.91,clear sky
659,Daura,NG,11.5538,11.4085,70.99,90,100,6.2,overcast clouds
660,Ngunguru,NZ,-35.6167,174.5,51.98,72,100,7.07,overcast clouds
661,Ivanava,BY,52.1451,25.5365,54.01,89,24,8.3,few clouds
662,Champerico,GT,14.3,-91.9167,91.94,73,25,6.26,scattered clouds
663,Wilmington,US,34.2257,-77.9447,88.0,71,75,12.66,broken clouds
664,Halifax,CA,44.6453,-63.5724,78.69,56,87,5.99,overcast clouds
665,Meulaboh,ID,4.1363,96.1285,77.27,88,82,2.93,broken clouds
666,Maragogi,BR,-9.0122,-35.2225,76.37,79,70,12.57,broken clouds
667,Iberia,US,29.9502,-91.7507,95.99,52,54,3.76,broken clouds
668,Alta Floresta,BR,-9.8756,-56.0861,98.42,23,40,10.36,scattered clouds
669,Puerto Quijarro,BO,-17.7833,-57.7667,82.15,37,100,3.56,overcast clouds
670,Portland,US,45.5234,-122.6762,74.14,49,75,9.22,broken clouds
671,Swan Hill,AU,-35.3378,143.5544,39.61,92,16,7.83,few clouds
672,Gubkinskiy,RU,64.434,76.5026,59.14,56,34,12.55,scattered clouds
673,Sosnovo-Ozerskoye,RU,52.5249,111.5418,50.9,56,0,3.2,clear sky
674,Lunen,DE,51.6167,7.5167,76.08,42,0,4.61,clear sky
675,Klichka,RU,50.4457,117.996,57.51,93,87,3.83,overcast clouds
676,Gigmoto,PH,13.7796,124.39,79.75,86,100,2.48,overcast clouds
677,Mandiana,GN,10.6333,-8.6833,74.89,93,100,5.06,light rain
678,Marfino,RU,55.7028,37.3822,64.17,69,20,6.71,light intensity shower rain
679,Saint-Augustin,CA,51.226,-58.6502,67.17,69,100,20.96,overcast clouds
680,Krasnoselkup,RU,65.7,82.4667,52.12,81,16,9.89,few clouds
681,Susanino,RU,58.1461,41.5872,59.13,79,100,0.51,overcast clouds
682,Verkh-Usugli,RU,52.7,115.1667,55.71,95,100,2.13,overcast clouds
683,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,51.55,66,0,9.8,clear sky
684,Petapa,GT,14.5028,-90.5517,79.95,50,40,13.8,scattered clouds
685,Poltavka,RU,54.3663,71.7632,59.97,67,88,6.51,overcast clouds
686,Xining,CN,36.6167,101.7667,54.39,89,100,1.59,overcast clouds
687,Sistranda,NO,63.7256,8.834,53.56,84,56,21.77,broken clouds
688,Pampierstad,ZA,-27.7832,24.6877,55.45,41,0,6.85,clear sky
689,Kyaikto,MM,17.3,97.0167,79.2,87,81,1.95,light rain
690,Mandalgovi,MN,45.7625,106.2708,66.22,37,4,8.9,clear sky
691,Port Lincoln,AU,-34.7333,135.8667,53.4,57,100,10.13,overcast clouds
692,Alappuzha,IN,9.49,76.3264,75.99,85,100,9.55,overcast clouds
693,Los Llanos De Aridane,ES,28.6585,-17.9182,72.12,81,0,16.11,clear sky
694,Jalu,LY,29.0331,21.5482,87.26,33,0,18.75,clear sky
695,Puerto Leguizamo,CO,-0.1934,-74.7819,78.94,88,100,1.88,overcast clouds
696,Khandyga,RU,62.6667,135.6,68.22,84,4,3.11,clear sky
697,Davidson,US,36.1501,-86.7833,94.03,49,75,9.22,broken clouds
698,Manzil Kamil,TN,35.6248,10.6673,81.84,57,0,12.66,clear sky
