City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
120,Pravdinsk,RU,2022-07-17 16:36:21,54.4429,21.0179,63.0,68,91,8.93
121,Voh,NC,2022-07-17 16:36:21,-20.9667,164.7,65.35,87,42,6.73
122,Ribeira Grande,PT,2022-07-17 16:36:22,38.5167,-28.7,77.4,73,40,18.41
123,Yatou,CN,2022-07-17 16:36:22,37.15,122.3833,73.09,87,90,2.86
124,Minggang,CN,2022-07-17 16:36:23,32.4586,114.0486,79.68,68,27,2.04
125,Mineros,BO,2022-07-17 16:36:23,-17.1167,-63.2333,71.6,38,92,7.58
126,Iberia,US,2022-07-17 16:32:43,29.9502,-91.7507,93.96,74,40,3.44
127,The Valley,AI,2022-07-17 16:36:24,18.217,-63.0578,87.66,66,20,18.41
128,Mancora,PE,2022-07-17 16:36:24,-4.1078,-81.0475,74.55,68,5,8.9
129,Richards Bay,ZA,2022-07-17 16:36:24,-28.783,32.0377,67.01,77,0,11.95
130,Hofn,IS,2022-07-17 16:36:25,64.2539,-15.2082,59.02,72,75,10.36
131,Mount Isa,AU,2022-07-17 16:36:25,-20.7333,139.5,53.37,66,2,0.0
132,Lagos,NG,2022-07-17 16:36:25,6.5833,3.75,80.04,74,57,7.45
133,Natal,BR,2022-07-17 16:36:21,-5.795,-35.2094,84.42,74,75,21.85
134,Srednekolymsk,RU,2022-07-17 16:27:37,67.45,153.6833,40.12,53,0,4.47
135,Havelock,US,2022-07-17 16:36:26,34.8791,-76.9013,87.98,72,40,9.22
136,Ranong,TH,2022-07-17 16:37:26,9.9658,98.6348,79.02,88,92,4.5
137,Likasi,CD,2022-07-17 16:37:27,-10.9814,26.7333,62.46,41,6,4.03
138,Laguna,US,2022-07-17 16:37:27,38.421,-121.4238,95.94,49,0,8.05
139,Ostrovnoy,RU,2022-07-17 16:37:27,68.0531,39.5131,63.14,62,43,13.76
140,Smithers,CA,2022-07-17 16:30:17,54.7804,-127.1743,55.72,82,75,2.3
141,Kushmurun,KZ,2022-07-17 16:37:28,52.4503,64.6311,69.94,81,71,6.85
142,Kismayo,SO,2022-07-17 16:37:28,-0.3582,42.5454,76.08,80,8,18.86
143,Yar-Sale,RU,2022-07-17 16:37:29,66.8333,70.8333,60.26,67,73,3.36
144,Concarneau,FR,2022-07-17 16:37:29,47.875,-3.9225,99.82,31,10,7.4
145,Khorramabad,IR,2022-07-17 16:37:29,33.4878,48.3558,94.62,9,0,4.61
146,Margate,GB,2022-07-17 16:27:48,51.3813,1.3862,82.11,55,93,1.01
147,Salalah,OM,2022-07-17 16:37:30,17.0151,54.0924,78.89,89,75,6.91
148,Staryy Nadym,RU,2022-07-17 16:37:30,65.6118,72.6842,60.93,62,59,10.18
149,Saskylakh,RU,2022-07-17 16:37:30,71.9167,114.0833,47.71,59,88,6.55
150,Chuy,UY,2022-07-17 16:37:31,-33.6971,-53.4616,51.76,62,0,13.85
151,Palauig,PH,2022-07-17 16:37:31,15.435,119.9045,78.75,83,100,4.09
152,Leningradskiy,RU,2022-07-17 16:30:19,69.3833,178.4167,30.92,81,66,21.36
153,Moberly,US,2022-07-17 16:34:08,39.4184,-92.4382,75.18,87,100,8.05
154,Narsaq,GL,2022-07-17 16:37:32,60.9167,-46.05,57.42,65,7,9.04
155,Torbay,CA,2022-07-17 16:35:30,47.6666,-52.7314,76.87,60,75,16.11
156,North Platte,US,2022-07-17 16:37:32,41.1239,-100.7654,82.29,57,0,4.61
157,Chambarak,AM,2022-07-17 16:37:33,40.5966,45.355,65.5,49,0,2.3
158,Straumen,NO,2022-07-17 16:37:33,63.8709,11.2999,55.4,94,100,6.08
159,Husavik,IS,2022-07-17 16:37:33,66.0449,-17.3389,46.71,93,100,12.21
160,Kavieng,PG,2022-07-17 16:37:34,-2.5744,150.7967,81.79,80,77,15.37
161,Sao Gabriel Da Cachoeira,BR,2022-07-17 16:37:34,-0.1303,-67.0892,89.4,66,20,9.22
162,Havre-Saint-Pierre,CA,2022-07-17 16:32:49,50.2334,-63.5986,68.36,68,0,16.11
163,Yarmouth,US,2022-07-17 16:37:34,41.7057,-70.2286,85.14,73,40,10.36
164,West Plains,US,2022-07-17 16:37:35,36.7281,-91.8524,87.22,69,20,3.44
165,Forbes,AU,2022-07-17 16:37:35,-33.3833,148.0167,47.91,96,43,7.36
166,Talnakh,RU,2022-07-17 16:37:35,69.4865,88.3972,61.21,63,100,4.14
167,Tabas,IR,2022-07-17 16:37:36,33.5959,56.9244,95.77,7,0,11.21
168,Batagay,RU,2022-07-17 16:37:36,67.6333,134.6333,52.93,73,97,1.3
169,Ustka,PL,2022-07-17 16:37:36,54.5805,16.8619,62.65,71,56,15.66
170,Kodiak,US,2022-07-17 16:37:37,57.79,-152.4072,58.51,67,20,6.91
171,Tiznit,MA,2022-07-17 16:37:37,29.5833,-9.5,84.42,44,0,7.58
172,Eureka,US,2022-07-17 16:35:21,40.8021,-124.1637,59.25,84,3,6.82
173,Luderitz,NA,2022-07-17 16:37:38,-26.6481,15.1594,67.89,42,10,4.83
174,Vao,NC,2022-07-17 16:28:55,-22.6667,167.4833,70.18,73,94,18.43
175,Padang,ID,2022-07-17 16:37:38,-0.9492,100.3543,75.25,81,86,3.27
176,Tual,ID,2022-07-17 16:27:43,-5.6667,132.75,78.93,79,99,21.79
177,Elat,IL,2022-07-17 16:37:38,29.5581,34.9482,98.44,30,0,13.8
178,Midland,US,2022-07-17 16:32:55,31.9974,-102.0779,94.05,29,0,8.05
179,Codrington,AU,2022-07-17 16:24:15,-38.2667,141.9667,48.25,71,94,17.13
180,Vetluga,RU,2022-07-17 16:37:39,57.8557,45.781,60.67,86,94,2.91
181,Yellowknife,CA,2022-07-17 16:37:39,62.456,-114.3525,61.32,88,100,16.11
182,Provideniya,RU,2022-07-17 16:37:40,64.3833,-173.3,50.52,97,100,5.23
183,Carutapera,BR,2022-07-17 16:37:40,-1.195,-46.02,87.21,59,42,9.48
184,Altay,CN,2022-07-17 16:38:40,47.8667,88.1167,67.17,48,37,5.06
185,Butaritari,KI,2022-07-17 16:32:46,3.0707,172.7902,81.66,74,99,10.83
186,Wajima,JP,2022-07-17 16:36:43,37.4,136.9,74.44,91,79,8.93
187,Mackenzie,CA,2022-07-17 16:38:41,55.2999,-123.1698,57.42,67,0,4.61
188,Neuquen,AR,2022-07-17 16:38:41,-38.9516,-68.0591,53.49,47,0,9.22
189,Cherskiy,RU,2022-07-17 16:38:42,68.75,161.3,34.25,67,66,11.36
190,Tiksi,RU,2022-07-17 16:38:42,71.6872,128.8694,36.45,80,99,2.8
191,Qaqortoq,GL,2022-07-17 16:38:42,60.7167,-46.0333,46.63,75,8,10.02
192,Kaspiysk,RU,2022-07-17 16:38:43,42.8816,47.6392,86.18,65,0,7.0
193,Beringovskiy,RU,2022-07-17 16:38:43,63.05,179.3167,53.02,68,71,30.38
194,Cotui,DO,2022-07-17 16:38:43,19.0527,-70.1494,91.71,55,38,8.08
195,Kristianstad,SE,2022-07-17 16:38:44,56.0313,14.1524,68.95,56,46,17.27
196,Mae Sot,TH,2022-07-17 16:38:44,16.7167,98.5667,79.43,99,91,2.44
197,Honningsvag,NO,2022-07-17 16:38:44,70.9821,25.9704,51.55,87,100,6.91
198,Hailar,CN,2022-07-17 16:38:45,49.2,119.7,62.46,88,47,0.98
199,Castro,BR,2022-07-17 16:28:39,-24.7911,-50.0119,68.23,62,100,1.99
200,Kloulklubed,PW,2022-07-17 16:38:45,7.0419,134.2556,77.5,75,100,8.16
201,Ulladulla,AU,2022-07-17 16:38:46,-35.35,150.4667,52.2,68,68,9.98
202,Saint-Leu,RE,2022-07-17 16:38:46,-21.15,55.2833,69.31,73,48,12.93
203,Port Macquarie,AU,2022-07-17 16:38:46,-31.4333,152.9167,55.89,79,39,6.51
204,Denizli,TR,2022-07-17 16:38:47,37.8402,29.0698,88.77,25,0,17.72
205,Lagoa,PT,2022-07-17 16:38:47,39.05,-27.9833,70.9,88,50,10.16
206,Mineiros,BR,2022-07-17 16:38:47,-17.5694,-52.5511,89.65,25,17,4.43
207,Zhangye,CN,2022-07-17 16:38:48,38.9342,100.4517,75.31,30,96,4.07
208,Antofagasta,CL,2022-07-17 16:37:36,-23.65,-70.4,58.28,61,0,9.17
209,Barrancabermeja,CO,2022-07-17 16:38:48,7.0653,-73.8547,86.32,74,40,4.61
210,Mahebourg,MU,2022-07-17 16:38:48,-20.4081,57.7,70.09,68,40,18.41
211,Mayahi,NE,2022-07-17 16:38:49,13.9553,7.6712,79.97,69,100,12.95
212,Coolum Beach,AU,2022-07-17 16:38:49,-26.5333,153.1,64.11,86,100,4.81
213,Sangar,RU,2022-07-17 16:31:33,63.9242,127.4739,66.02,97,99,4.45
214,Lokosovo,RU,2022-07-17 16:38:49,61.1333,74.8167,59.32,70,83,8.81
215,Tulun,RU,2022-07-17 16:38:50,54.5611,100.5792,54.54,88,86,5.84
216,Syracuse,IT,2022-07-17 16:38:50,37.0881,15.2792,90.32,58,0,6.46
217,Kununurra,AU,2022-07-17 16:38:51,-15.7667,128.7333,53.58,76,23,0.0
218,Jamame,SO,2022-07-17 16:38:51,0.0722,42.7506,75.18,79,6,14.12
219,Chivacoa,VE,2022-07-17 16:38:51,10.1603,-68.895,88.95,55,54,3.78
220,Faya,SA,2022-07-17 16:31:36,18.3851,42.4509,77.11,34,84,5.86
221,Jinka,ET,2022-07-17 16:38:52,5.65,36.65,68.07,61,90,2.57
222,Harper,LR,2022-07-17 16:38:52,4.375,-7.7169,76.77,77,100,11.03
223,Pirgos,GR,2022-07-17 16:38:52,35.1167,25.7178,88.63,28,0,13.65
224,Aykhal,RU,2022-07-17 16:38:53,66.0,111.5,49.1,97,100,3.04
225,Nikolskoye,RU,2022-07-17 16:38:53,59.7035,30.7861,61.88,94,98,6.96
226,Cabo San Lucas,MX,2022-07-17 16:37:57,22.8909,-109.9124,91.62,33,0,3.44
227,Atar,MR,2022-07-17 16:38:53,20.5169,-13.0499,114.98,6,8,19.06
228,Ponta Delgada,PT,2022-07-17 16:37:18,37.7333,-25.6667,72.32,83,75,17.27
229,Hovd,MN,2022-07-17 16:38:54,48.0056,91.6419,68.9,36,83,10.07
230,Jacareacanga,BR,2022-07-17 16:38:54,-6.2222,-57.7528,98.92,28,29,4.27
231,Palmer,US,2022-07-17 16:37:06,42.1584,-72.3287,87.93,53,20,1.01
232,Lebu,CL,2022-07-17 16:30:12,-37.6167,-73.65,50.13,86,100,9.53
233,Huaraz,PE,2022-07-17 16:39:55,-9.5333,-77.5333,64.71,40,22,3.6
234,Umm Kaddadah,SD,2022-07-17 16:39:55,13.6017,26.6876,93.83,29,14,5.41
235,Tautira,PF,2022-07-17 16:39:56,-17.7333,-149.15,74.73,72,64,15.37
236,Kahului,US,2022-07-17 16:39:56,20.8947,-156.47,78.84,71,20,18.01
237,Amherstburg,CA,2022-07-17 16:37:32,42.1168,-83.0499,78.24,91,75,6.91
238,Ilulissat,GL,2022-07-17 16:39:56,69.2167,-51.1,47.41,56,24,4.99
239,Te Anau,NZ,2022-07-17 16:39:57,-45.4167,167.7167,50.94,89,99,9.35
240,Grindavik,IS,2022-07-17 16:39:57,63.8424,-22.4338,53.55,82,75,11.5
241,Omsukchan,RU,2022-07-17 16:39:57,62.5333,155.8,52.39,93,100,6.53
242,Pacific Grove,US,2022-07-17 16:39:58,36.6177,-121.9166,68.81,92,75,8.99
243,Puerto Cabezas,NI,2022-07-17 16:39:58,14.0351,-83.3888,85.96,79,40,6.91
244,Russell,US,2022-07-17 16:39:58,32.3502,-85.1999,91.9,58,0,0.0
245,Buchanan,LR,2022-07-17 16:39:31,5.8808,-10.0467,77.18,84,99,12.19
246,Bireun,ID,2022-07-17 16:39:59,5.203,96.7009,78.96,85,87,3.98
247,Broome,US,2022-07-17 16:26:54,42.2506,-75.833,86.18,56,0,3.44
248,Mayo,US,2022-07-17 16:39:59,38.8876,-76.5119,86.97,79,0,8.01
249,Cidreira,BR,2022-07-17 16:30:08,-30.1811,-50.2056,57.34,61,9,13.76
250,Goldap,PL,2022-07-17 16:40:00,54.3063,22.3036,59.29,78,62,9.08
251,Amapa,BR,2022-07-17 16:40:00,1.0,-52.0,90.82,46,27,4.38
252,Porto Novo,BJ,2022-07-17 16:40:01,6.4965,2.6036,79.54,73,59,9.75
253,Rambha,IN,2022-07-17 16:40:01,19.5167,85.1,80.2,87,89,14.14
254,Poroshkovo,UA,2022-07-17 16:40:01,48.6683,22.7533,71.02,77,37,4.65
255,Acapulco,MX,2022-07-17 16:37:36,16.8634,-99.8901,82.22,74,75,6.91
256,Champerico,GT,2022-07-17 16:40:02,14.3,-91.9167,88.34,75,87,5.14
257,Hansot,IN,2022-07-17 16:40:03,21.5833,72.8,81.55,86,100,15.43
258,Haines Junction,CA,2022-07-17 16:40:03,60.7522,-137.5108,52.81,73,100,7.78
259,Beloha,MG,2022-07-17 16:40:03,-25.1667,45.05,66.52,70,19,14.99
260,Kimbe,PG,2022-07-17 16:40:04,-5.5502,150.1429,75.09,93,99,4.14
261,Faanui,PF,2022-07-17 16:40:04,-16.4833,-151.75,76.08,74,63,18.86
262,Grand-Santi,GF,2022-07-17 16:40:05,4.25,-54.3833,93.45,44,26,2.91
263,Manzini,SZ,2022-07-17 16:38:25,-26.25,31.5,63.72,64,0,1.5
264,Tiarei,PF,2022-07-17 16:40:05,-17.5333,-149.3333,69.82,72,70,16.42
265,Ascoli Piceno,IT,2022-07-17 16:40:06,42.8548,13.5749,87.03,46,21,3.06
266,Guerrero Negro,MX,2022-07-17 16:40:06,27.9769,-114.0611,74.55,60,3,9.26
267,Shetpe,KZ,2022-07-17 16:40:07,44.1667,52.1167,93.6,22,0,7.16
268,Ngemplak,ID,2022-07-17 16:40:07,-7.5497,110.7164,73.83,93,98,1.83
269,Lorengau,PG,2022-07-17 16:40:08,-2.0226,147.2712,81.21,81,93,9.24
270,Taoudenni,ML,2022-07-17 16:40:08,22.6783,-3.9836,113.23,9,70,11.3
271,Dikson,RU,2022-07-17 16:40:08,73.5069,80.5464,45.48,79,64,8.57
272,Georgetown,MY,2022-07-17 16:27:02,5.4112,100.3354,84.88,88,20,2.3
273,Hohhot,CN,2022-07-17 16:40:09,40.8106,111.6522,64.69,42,0,6.71
274,Progreso,MX,2022-07-17 16:39:33,21.2833,-89.6667,89.71,56,20,10.02
275,Zanjan,IR,2022-07-17 16:40:10,36.6736,48.4787,73.72,36,0,10.04
276,Bemidji,US,2022-07-17 16:39:41,47.4736,-94.8803,83.05,72,0,9.22
277,Balabac,PH,2022-07-17 16:40:10,7.9868,117.0645,81.9,76,100,8.03
278,Makakilo City,US,2022-07-17 16:39:11,21.3469,-158.0858,77.32,70,75,13.8
279,Port-Gentil,GA,2022-07-17 16:40:11,-0.7193,8.7815,78.76,73,40,12.66
280,Kruisfontein,ZA,2022-07-17 16:41:11,-34.0033,24.7314,72.88,27,1,8.03
281,Brainerd,US,2022-07-17 16:41:12,46.358,-94.2008,79.25,69,0,5.75
282,Belmonte,BR,2022-07-17 16:41:06,-15.8631,-38.8828,78.37,64,23,7.34
283,Bay City,US,2022-07-17 16:41:12,43.5945,-83.8889,82.72,62,0,9.22
284,Gunjur,GM,2022-07-17 16:41:13,13.2019,-16.7339,81.34,74,82,13.69
285,Xapuri,BR,2022-07-17 16:41:13,-10.6517,-68.5044,91.83,49,86,3.38
286,Berlevag,NO,2022-07-17 16:41:13,70.8578,29.0864,57.2,82,40,6.91
287,Cap-Aux-Meules,CA,2022-07-17 16:40:01,47.3821,-61.8597,69.85,73,40,16.11
288,Geraldton,AU,2022-07-17 16:40:40,-28.7667,114.6,55.81,94,40,10.36
289,Bilma,NE,2022-07-17 16:41:14,18.6853,12.9164,95.76,28,73,14.12
290,Mandurah,AU,2022-07-17 16:37:59,-32.55,115.7,58.91,84,69,4.72
291,San Patricio,US,2022-07-17 16:41:15,28.017,-97.5169,93.07,39,78,10.22
292,Tevaitoa,PF,2022-07-17 16:41:15,-16.7833,-151.5,76.41,71,79,19.37
293,Lompoc,US,2022-07-17 16:37:04,34.6391,-120.4579,77.85,89,40,3.44
294,Magomeni,TZ,2022-07-17 16:41:15,-6.8,39.25,74.89,74,29,9.53
295,Bambous Virieux,MU,2022-07-17 16:41:16,-20.3428,57.7575,70.05,68,40,18.41
